,text,label
554,The museum does reference these dancers.,1
555,These bananas stun this actress.,1
556,Kathleen likes these chairs.,1
557,A cup distracts that library.,1
558,Sandra exits these banks.,1
559,Customers don't fix this plate.,1
560,Alexander hasn't concealed those children.,1
561,This cilantro isn't embarrassing those ladies.,1
562,A lot of drawings shock that organization.,1
563,The customers look like this drawing.,1
564,Walter insults these brochures.,1
565,Russell explored this mall.,1
566,Most students fix those cups.,1
567,Natalie might approach those customers.,1
568,Dennis had exited that hospital.,1
569,Most sketches haven't astounded that legislature.,1
570,The Lutherans drop by those schools.,1
571,The shoes astounded this association.,1
572,These guests break those glasses.,1
573,Suzanne wasn't boasting about this pamphlet.,1
574,The senators drop by these art galleries.,1
575,Jeffrey disturbed those cashiers.,1
576,Some malls bother that library.,1
577,That waitress does embarrass that waitress.,1
578,Connie alarmed that teacher.,1
579,Joel doesn't confuse those organizations.,1
580,A dancer has lifted this rug.,1
581,That person has fled from that high school.,1
582,Colleen returns to this driver.,1
583,Craig is arriving at those malls.,1
584,Denise goes to this public park.,1
585,Elizabeth had remembered that high school.,1
586,Lucille was hurting this boy.,1
587,Heather hadn't scanned these brochures.,1
588,Some dress had impressed that lady.,1
589,Theodore shouldn't argue about this commentary.,1
590,The Lutherans heal those dancers.,1
591,The Clintons wear that hat.,1
592,Erin had worked with that teenager.,1
593,Matt can't examine those movies.,1
594,Erin has described this school.,1
595,Homer has sounded like those commentaries.,1
596,Dennis wasn't concealing that customer.,1
597,These girls escape from that student.,1
598,Jeffrey hasn't passed these museums.,1
599,Those ladies arrive at these public parks.,1
600,Marla watched these girls.,1
601,David discussed these movie theaters.,1
602,Christina has disgusted those libraries.,1
603,Denise was referencing those actors.,1
604,Janice took those books.,1
605,Ronald is kissing this pedestrian.,1
606,The Borgias aren't bringing that hamster.,1
607,This mall stunned this organization.,1
608,Reports couldn't confuse this dancer.,1
609,Lawrence bought that glove.,1
610,Deborah boasted about those waiters.,1
611,Those students hide this car.,1
612,Steven respected those doctors.,1
613,Laurie isn't wearing that shirt.,1
614,Galileo disturbs this bank.,1
615,Most doctors clean that dish.,1
616,Christopher cleaned these sketches.,1
617,That woman isn't irritating this actor.,1
618,A lot of glaciers were boring this patient.,1
619,Rose revealed that jacket.,1
620,Most women referenced this guy.,1
621,Guy complains about those girls.,1
622,Elaine is alarming these hospitals.,1
623,Raymond has gone to these schools.,1
624,The Clintons weren't confusing this patient.,1
625,Cheryl has messed up that dish.,1
626,Jodi has found this patient.,1
627,Rhonda wouldn't break those cups.,1
628,Teenagers don't reference those girls.,1
629,Donald had listened to those actors.,1
630,James disliked those brochures.,1
631,The actress isn't cleaning those hospitals.,1
632,These ladies listen to those students.,1
633,Patrick hasn't criticized those teenagers.,1
634,Some dancers are criticizing that guy.,1
635,Kimberley shouldn't run around this school.,1
636,That cashier visited this adult.,1
637,Marie hugs that lady.,1
638,Teresa has insulted that cashier.,1
639,Peter listens to that girl.,1
640,Matt could tour these restaurants.,1
641,Many committees forget those dancers.,1
642,The Impressionists drop by those grocery stores.,1
643,A customer has referenced that girl.,1
644,Some skateboards stun these hospitals.,1
645,Allison toured that museum.,1
646,Frank can go to these cafes.,1
647,That photograph astounds these organizations.,1
648,Nina can bother this actress.,1
649,Many actresses will forget this documentary.,1
650,Deanna examines these books.,1
651,A government did listen to these actresses.,1
652,Rachel knew this girl.,1
653,All patients reference this pamphlet.,1
654,Lucille breaks that chair.,1
655,Michael concealed these movie theaters.,1
656,Those hats didn't look like those drawings.,1
657,Jerry drops by these grocery stores.,1
658,Heidi discovered these associations.,1
659,The cashiers clean these chairs.,1
660,Charles is hiring that boy.,1
661,All schools could distract these companies.,1
662,Patrick had biked to that bank.,1
663,Kathleen buys this book.,1
664,Some patients disagreed with these guys.,1
665,Most actresses conceal that cafe.,1
666,Those people will kiss those customers.,1
667,Some hill wasn't impressing these senators.,1
668,Ronald lifted that dress.,1
669,All adults reference this pamphlet.,1
670,Dan had hated that report.,1
671,Mitchell complains about that waitress.,1
672,Frank revealed these art galleries.,1
673,Craig is arguing about these teenagers.,1
674,These waiters can't clean those art galleries.,1
675,This blouse impressed this committee.,1
676,Regina scared this legislature.,1
677,Denise will disturb those guys.,1
678,Cheryl breaks that fork.,1
679,Scott does boast about those actresses.,1
680,Beth forgets this actor.,1
681,Nancy can like those malls.,1
682,Grace hasn't seen that book.,1
683,Frank wasn't buying these couches.,1
684,The Lutherans escape from those public parks.,1
685,Lissa skated around this hospital.,1
686,Those projectors aggravate this girl.,1
687,Homer wasn't taking these libraries.,1
688,That doctor is arriving at these schools.,1
689,Alicia has visited that boy.,1
690,A screen bores that customer.,1
691,Carts bore that lady.,1
692,Heidi fires that guest.,1
693,Carlos hasn't talked about that documentary.,1
694,These ladies research that public park.,1
695,Steve should discover these dishes.,1
696,Gerald was aggravating this patient.,1
697,Many students visited that waiter.,1
698,Kimberley hasn't cared for those boys.,1
699,Most universities describe those movies.,1
700,That snake hadn't looked like those paintings.,1
701,Jerry cared for these boys.,1
702,All apples aggravate this waiter.,1
703,Jennifer didn't have those shoes.,1
704,Carrie hadn't revealed this hamster.,1
705,Michelle didn't escape from this grocery store.,1
706,Some woman is firing this lady.,1
707,Susan walks through these high schools.,1
708,Patricia notices these banks.,1
709,A lot of people clean this bird.,1
710,A boy was hiring this guest.,1
711,Some children hadn't fixed these dishes.,1
712,Kristin wasn't concealing those doctors.,1
713,Danielle would hire those drivers.,1
714,A teacher wasn't exploring that library.,1
715,Lawrence arrived at that museum.,1
716,Some pies upset this girl.,1
717,That movie theater bores those waiters.,1
718,Many pedestrians lifted those movie theaters.,1
719,Timothy praised these books.,1
720,Claire went to those art galleries.,1
721,Martha respects those hospitals.,1
722,A screen hasn't upset this library.,1
723,Every actress remembered those doctors.,1
724,The cat worries this waiter.,1
725,Many prints were looking like these rugs.,1
726,Many adults complain about those pedestrians.,1
727,Rebecca should boast about those newspaper articles.,1
728,A lot of students run around those college campuses.,1
729,Holly will escape from that lady.,1
730,Meredith watches these cashiers.,1
731,Winston Churchill respected this lady.,1
732,Deanna can aggravate these organizations.,1
733,Eva could flee from this driver.,1
734,Eva sounded like that senator.,1
735,Daniel is appreciating this bank.,1
736,Leslie could scare those schools.,1
737,Waitresses return to that public park.,1
738,Debra references these reports.,1
739,Donald has run around these public parks.,1
740,Lawrence sounded like those movie theaters.,1
741,Kirsten has watched these senators.,1
742,These waitresses return to those actresses.,1
743,Galileo does pass that public park.,1
744,Brad wasn't arriving at this high school.,1
745,Gregory wasn't touring that art gallery.,1
746,Suzanne skated around these libraries.,1
747,Most teenagers couldn't help those dancers.,1
748,Those legislatures bore this actor.,1
749,Most governments haven't described these boys.,1
750,Wayne isn't taking that picture.,1
751,Frank hides these turtles.,1
752,Walter had worked with these actors.,1
753,Some boys insulted those museums.,1
754,A lot of actors explore these hospitals.,1
755,Andrew did sell this cup.,1
756,Randolf hugs those girls.,1
757,Waitresses watched that dancer.,1
758,Most adults leave this public park.,1
759,The Impressionists return to that lady.,1
760,Erin boycotts that legislature.,1
761,Patricia heals this dog.,1
762,Teresa hadn't noticed these newspaper articles.,1
763,That snake aggravates these banks.,1
764,Some doctor was thinking about these photographs.,1
765,Dennis wasn't noticing that blouse.,1
766,Anne had gone to these public parks.,1
767,Some children had helped these guests.,1
768,Joel is discussing those actors.,1
769,Most museums dislike those guys.,1
770,Alan hadn't hidden this nose.,1
771,The rabbits hadn't scared this university.,1
772,These committees listen to these doctors.,1
773,Claire tours those schools.,1
774,A lot of men mess up these college campuses.,1
775,These dancers argue about this cashier.,1
776,Bradley liked that couch.,1
777,Most museums embarrass this organization.,1
778,Benjamin should hide those shirts.,1
779,Every patient does conceal this essay.,1
780,Kristen disturbs those associations.,1
781,Ella remembers that restaurant.,1
782,Valerie wasn't noticing that association.,1
783,Sheila wasn't cleaning this newspaper article.,1
784,Kenneth hadn't disliked those actresses.,1
785,Russell isn't running around those cafes.,1
786,Carlos isn't investigating these senators.,1
787,Melinda sells those sweaters.,1
788,Homer wouldn't go to these banks.,1
789,Wendy didn't bother this waiter.,1
790,Roger returns to that girl.,1
791,Kirsten wouldn't reference that patient.,1
792,Broccoli is aggravating that student.,1
793,Guy wears these shoes.,1
794,All students were hiding these public parks.,1
795,Joseph respects those art galleries.,1
796,Nancy isn't driving to those public parks.,1
797,Alice skates around this museum.,1
798,Denise loved this teacher.,1
799,Dennis returns to those banks.,1
800,Bruce will take that cup.,1
801,Charles can approach that actor.,1
802,The Impressionists break this chair.,1
803,Some governments hadn't taken this hospital.,1
804,The women wear this sweater.,1
805,A lot of trucks bore these teachers.,1
806,Jill isn't examining that play.,1
807,All banks resemble that picture.,1
808,Brenda wasn't wearing this jacket.,1
809,Carla wasn't running around this hospital.,1
810,The Impressionists boycott those libraries.,1
811,Angela concealed this report.,1
812,Most governments astound these dancers.,1
813,Catherine did dislike that mall.,1
814,All cashiers break that glass.,1
815,All students go to that library.,1
816,Michael hasn't visited that restaurant.,1
